Date,Open,Close,Median
2023-06-02,210.149994,213.970001,212.0599975
2023-06-05,217.800003,217.610001,217.705002
2023-06-06,216.139999,221.309998,218.7249985
2023-06-07,228.0,224.570007,226.28500350000002
2023-06-08,224.220001,234.860001,229.54000100000002
2023-06-09,249.070007,244.399994,246.7350005
2023-06-12,247.940002,249.830002,248.885002
2023-06-13,253.509995,258.709991,256.10999300000003
2023-06-14,260.170013,256.790009,258.480011
2023-06-15,248.399994,255.899994,252.149994
2023-06-16,258.920013,260.540009,259.730011
2023-06-20,261.5,274.450012,267.975006
2023-06-21,275.130005,259.459991,267.29499799999996
2023-06-22,250.770004,264.609985,257.6899945
2023-06-23,259.290009,256.600006,257.9450075
2023-06-26,250.070007,241.050003,245.560005
2023-06-27,243.240005,250.210007,246.725006
2023-06-28,249.699997,256.23999,252.9699935
2023-06-29,258.029999,257.5,257.7649995
2023-06-30,260.600006,261.769989,261.1849975
2023-07-03,276.48999,279.820007,278.1549985
2023-07-05,278.820007,282.480011,280.65000899999995
2023-07-06,278.089996,276.540009,277.3150025
2023-07-07,278.429993,274.429993,276.429993
2023-07-10,276.470001,269.609985,273.039993
2023-07-11,268.649994,269.790009,269.22000149999997
2023-07-12,276.329987,271.98999,274.1599885
2023-07-13,274.589996,277.899994,276.244995
2023-07-14,277.01001,281.380005,279.1950075
2023-07-17,286.630005,290.380005,288.505005
2023-07-18,290.149994,293.339996,291.744995
2023-07-19,296.040009,291.26001,293.6500095
2023-07-20,279.559998,262.899994,271.229996
2023-07-21,268.0,260.019989,264.0099945
2023-07-24,255.850006,269.059998,262.45500200000004
2023-07-25,272.380005,265.279999,268.830002
2023-07-26,263.25,264.350006,263.800003
2023-07-27,268.309998,255.710007,262.0100025
2023-07-28,259.859985,266.440002,263.1499935
2023-07-31,267.480011,267.429993,267.45500200000004
2023-08-01,266.26001,261.070007,263.6650085
2023-08-02,255.570007,254.110001,254.84000400000002
2023-08-03,252.039993,259.320007,255.68
2023-08-04,260.970001,253.860001,257.415001
2023-08-07,251.449997,251.449997,251.449997
2023-08-08,247.449997,249.699997,248.574997
2023-08-09,250.869995,242.190002,246.52999849999998
2023-08-10,245.399994,245.339996,245.36999500000002
2023-08-11,241.770004,242.649994,242.20999899999998
2023-08-14,235.699997,239.759995,237.729996
2023-08-15,238.729996,232.960007,235.8450015
2023-08-16,228.020004,225.600006,226.810005
2023-08-17,226.059998,219.220001,222.6399995
2023-08-18,214.119995,215.490005,214.805
2023-08-21,221.550003,231.279999,226.41500100000002
2023-08-22,240.25,233.190002,236.720001
2023-08-23,229.339996,236.860001,233.09999850000003
2023-08-24,238.660004,230.039993,234.3499985
2023-08-25,231.309998,238.589996,234.949997
2023-08-28,242.580002,238.820007,240.7000045
2023-08-29,238.580002,257.179993,247.8799975
2023-08-30,254.199997,256.899994,255.5499955
2023-08-31,255.979996,258.079987,257.0299915
2023-09-01,257.26001,245.009995,251.1350025
2023-09-05,245.0,256.48999,250.744995
2023-09-06,255.139999,251.919998,253.52999849999998
2023-09-07,245.070007,251.490005,248.28000600000001
2023-09-08,251.220001,248.5,249.8600005
2023-09-11,264.269989,273.579987,268.924988
2023-09-12,270.76001,267.480011,269.12001050000003
2023-09-13,270.070007,271.299988,270.6849975
2023-09-14,271.320007,276.040009,273.680008
2023-09-15,277.549988,274.390015,275.97000149999997
2023-09-18,271.160004,265.279999,268.22000149999997
2023-09-19,264.350006,266.5,265.425003
2023-09-20,267.040009,262.589996,264.8150025
2023-09-21,257.850006,255.699997,256.77500150000003
2023-09-22,257.399994,244.880005,251.1399995
2023-09-25,243.380005,246.990005,245.185005
2023-09-26,242.979996,244.119995,243.5499955
2023-09-27,244.259995,240.5,242.3799975
2023-09-28,240.020004,246.380005,243.2000045
2023-09-29,250.0,250.220001,250.1100005
2023-10-02,244.809998,251.600006,248.205002
2023-10-03,248.610001,246.529999,247.57
2023-10-04,248.139999,261.160004,254.6500015
2023-10-05,260.0,260.049988,260.024994
2023-10-06,253.979996,260.529999,257.2549975
2023-10-09,255.309998,259.670013,257.4900055
2023-10-10,257.75,263.619995,260.6849975
2023-10-11,266.200012,262.98999,264.595001
2023-10-12,262.920013,258.869995,260.895004
2023-10-13,258.899994,251.119995,255.0099945
2023-10-16,250.050003,253.919998,251.9850005
2023-10-17,250.100006,254.850006,252.475006
2023-10-18,252.699997,242.679993,247.689995
2023-10-19,225.949997,220.110001,223.029999
2023-10-20,217.009995,211.990005,214.5
2023-10-23,210.0,212.080002,211.04000100000002
2023-10-24,216.5,216.520004,216.510002
2023-10-25,215.880005,212.419998,214.1500015
2023-10-26,211.320007,205.759995,208.54000100000002
2023-10-27,210.600006,207.300003,208.9500045
2023-10-30,209.279999,197.360001,203.32
2023-10-31,196.119995,200.839996,198.4799955
2023-11-01,204.039993,205.660004,204.8499985
2023-11-02,212.970001,218.509995,215.739998
2023-11-03,221.149994,219.960007,220.5550005
2023-11-06,223.979996,219.270004,221.625
2023-11-07,219.979996,222.179993,221.0799945
2023-11-08,223.149994,222.110001,222.6299975
2023-11-09,219.75,209.979996,214.864998
2023-11-10,210.029999,214.649994,212.33999649999998
2023-11-13,215.600006,223.710007,219.6550065
2023-11-14,235.029999,237.410004,236.2200015
2023-11-15,239.289993,242.839996,241.0649945
2023-11-16,239.490005,233.589996,236.54000050000002
2023-11-17,232.0,234.300003,233.1500015
2023-11-20,234.039993,235.600006,234.8199995
2023-11-21,235.039993,241.199997,238.11999500000002
2023-11-22,242.039993,234.210007,238.125
2023-11-24,233.75,235.449997,234.5999985
2023-11-27,236.889999,236.080002,236.4850005
2023-11-28,236.679993,246.720001,241.699997
2023-11-29,249.210007,244.139999,246.675003
2023-11-30,245.139999,240.080002,242.6100005
2023-12-01,233.139999,238.830002,235.9850005
2023-12-04,235.75,235.580002,235.66500100000002
2023-12-05,233.869995,238.720001,236.294998
2023-12-06,242.919998,239.369995,241.1449965
2023-12-07,241.550003,242.639999,242.095001
2023-12-08,240.270004,243.839996,242.055
2023-12-11,242.740005,239.740005,241.240005
2023-12-12,238.550003,237.009995,237.779999
2023-12-13,234.190002,239.289993,236.73999750000002
2023-12-14,241.220001,251.050003,246.135002
2023-12-15,251.210007,253.5,252.3550035
2023-12-18,253.779999,252.080002,252.9300005
2023-12-19,253.479996,257.220001,255.34999850000003
2023-12-20,256.410004,247.139999,251.7750015
2023-12-21,251.899994,254.5,253.199997
2023-12-22,256.76001,252.539993,254.65000150000003
2023-12-26,254.490005,256.609985,255.549995
2023-12-27,258.350006,261.440002,259.895004
2023-12-28,263.660004,253.179993,258.4199985
2023-12-29,255.100006,248.479996,251.79000100000002
2024-01-02,250.080002,248.419998,249.25
2024-01-03,244.979996,238.449997,241.71499649999998
2024-01-04,239.25,237.929993,238.58999649999998
2024-01-05,236.860001,237.490005,237.175003
2024-01-08,236.139999,240.449997,238.294998
2024-01-09,238.110001,234.960007,236.53500400000001
2024-01-10,235.100006,233.940002,234.520004
2024-01-11,230.570007,227.220001,228.895004
2024-01-12,220.080002,218.889999,219.4850005
2024-01-16,215.100006,219.910004,217.50500499999998
2024-01-17,214.860001,215.550003,215.205002
2024-01-18,216.880005,211.880005,214.380005
2024-01-19,209.990005,212.190002,211.0900035
2024-01-22,212.259995,208.800003,210.529999
2024-01-23,211.300003,209.139999,210.220001
2024-01-24,211.880005,207.830002,209.8550035
2024-01-25,189.699997,182.630005,186.16500100000002
2024-01-26,185.5,183.25,184.375
2024-01-29,185.630005,190.929993,188.279999
2024-01-30,195.330002,191.589996,193.459999
2024-01-31,187.0,187.289993,187.1449965
2024-02-01,188.5,188.860001,188.6800005
2024-02-02,185.039993,187.910004,186.4749985
2024-02-05,184.259995,181.059998,182.6599965
2024-02-06,177.210007,185.100006,181.1550065
2024-02-07,188.179993,187.580002,187.8799975
2024-02-08,189.0,189.559998,189.279999
2024-02-09,190.179993,193.570007,191.875
2024-02-12,192.110001,188.130005,190.120003
2024-02-13,183.990005,184.020004,184.00500449999998
2024-02-14,185.300003,188.710007,187.00500499999998
2024-02-15,189.160004,200.449997,194.8050005
2024-02-16,202.059998,199.949997,201.0049975
2024-02-20,196.130005,193.759995,194.945
2024-02-21,193.360001,194.770004,194.0650025
2024-02-22,194.0,197.410004,195.70500199999998
2024-02-23,195.309998,191.970001,193.6399995
2024-02-26,192.289993,199.399994,195.8449935
2024-02-27,204.039993,199.729996,201.8849945
2024-02-28,200.419998,202.039993,201.2299955
2024-02-29,204.179993,201.880005,203.029999
2024-03-01,200.520004,202.639999,201.58000149999998
2024-03-04,198.729996,188.139999,193.4349975
2024-03-05,183.050003,180.740005,181.895004
2024-03-06,179.990005,176.539993,178.264999
2024-03-07,174.350006,178.649994,176.5
2024-03-08,181.5,175.339996,178.41999800000002
2024-03-11,175.449997,177.770004,176.6100005
2024-03-12,177.770004,177.539993,177.6549985
2024-03-13,173.050003,169.479996,171.2649995
2024-03-14,167.770004,162.5,165.135002
2024-03-15,163.160004,163.570007,163.3650055
2024-03-18,170.020004,173.800003,171.91000350000002
2024-03-19,172.360001,171.320007,171.84000400000002
2024-03-20,173.0,175.660004,174.33000199999998
2024-03-21,176.389999,172.820007,174.605003
2024-03-22,166.690002,170.830002,168.760002
2024-03-25,168.759995,172.630005,170.695
2024-03-26,178.580002,177.669998,178.125
2024-03-27,181.410004,179.830002,180.620003
2024-03-28,177.449997,175.789993,176.61999500000002
2024-04-01,176.169998,175.220001,175.6949995
2024-04-02,164.75,166.630005,165.6900025
2024-04-03,164.020004,168.380005,166.2000045
2024-04-04,170.070007,171.110001,170.59000400000002
2024-04-05,169.080002,164.899994,166.989998
2024-04-08,169.339996,172.979996,171.159996
2024-04-09,172.910004,176.880005,174.8950045
2024-04-10,173.039993,171.759995,172.399994
2024-04-11,172.550003,174.600006,173.5750045
2024-04-12,172.339996,171.050003,171.6949995
2024-04-15,170.240005,161.479996,165.8600005
2024-04-16,156.740005,157.110001,156.925003
2024-04-17,157.639999,155.449997,156.544998
2024-04-18,151.25,149.929993,150.58999649999998
2024-04-19,148.970001,147.050003,148.010002
2024-04-22,140.559998,142.050003,141.3050005
2024-04-23,143.330002,144.679993,144.0049975
2024-04-24,162.839996,162.130005,162.4850005
2024-04-25,158.960007,170.179993,164.57
2024-04-26,168.850006,168.289993,168.5699995
2024-04-29,188.419998,194.050003,191.2350005
2024-04-30,186.979996,183.279999,185.1299975
2024-05-01,182.0,179.990005,180.9950025
2024-05-02,182.860001,180.009995,181.434998
2024-05-03,182.100006,181.190002,181.645004
2024-05-06,183.800003,184.759995,184.279999
2024-05-07,182.399994,177.809998,180.104996
2024-05-08,171.589996,174.720001,173.1549985
2024-05-09,175.009995,171.970001,173.489998
2024-05-10,173.050003,168.470001,170.760002
2024-05-13,170.0,171.889999,170.9449995
2024-05-14,174.5,177.550003,176.0250015
2024-05-15,179.899994,173.990005,176.9449995
2024-05-16,174.100006,174.839996,174.47000100000002
2024-05-17,173.550003,177.460007,175.50500499999998
2024-05-20,177.559998,174.949997,176.2549975
2024-05-21,175.509995,186.600006,181.0550005
2024-05-22,182.850006,180.110001,181.4800035
